amount_requested,days_since_incident,prior_claims_count,doc_confidence_score,consistency_score,has_police_report,has_medical_certificate,has_death_certificate,has_repair_estimate,document_count,policy_number_extracted,amount_vs_policy_limit_ratio,incident_on_weekend,submission_within_7_days,name_mismatch,date_mismatch,decision,claim_type_Multi-vehicle Collision,claim_type_Parked Car,claim_type_Single Vehicle Collision,claim_type_Vehicle Theft
40000.0,45,3,0.9053268973593944,0.7990342814827477,0,0,0,0,0,1,3.509,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7737231704293396,0.810662246465182,0,0,0,1,1,1,2.0294,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9500043848936671,0.8784306503070554,0,0,0,1,1,1,3.5601,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.9590986049591168,0.8037097167049734,0,0,0,1,1,1,4.4965,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7563042820193792,0.766815983587693,0,0,0,1,1,1,6.6705,0,0,0,0,APPROVE,0,0,1,0
70000.0,45,0,0.7378321345999042,0.9979576773186983,0,0,0,1,1,1,0.7686,0,0,0,0,REJECT,0,0,0,1
40000.0,45,3,0.9829254408908425,0.6590561711410236,0,0,0,1,1,1,7.9017,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9518139494586066,0.8370911916959443,0,0,0,1,1,1,7.5542,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9590384826908845,0.9543452104302641,0,0,0,1,1,1,4.7781,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9570491515410746,0.8748860164724459,0,0,0,1,1,1,4.1067,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8570891789697812,0.9523693196352954,0,0,0,1,1,1,4.6298,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8874565036330819,0.734533888141869,0,0,0,1,1,1,0.6383,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.858155227118756,0.7087971905040957,0,0,0,0,0,1,6.0326,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.7148498412651954,0.9405089547608418,0,0,0,0,0,1,4.2233,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9161958947523041,0.7576458304741842,0,0,0,1,1,1,2.6453,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.8465462896674052,0.8838729292229245,0,0,0,0,0,1,3.9616,0,0,0,1,ESCALATE,1,0,0,0
40000.0,45,3,0.8878356316891666,0.6590994313656456,0,0,0,0,0,1,2.6943,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8457655434429052,0.9023352501506698,0,0,0,1,1,1,5.7496,0,0,0,0,REJECT,1,0,0,0
40000.0,45,3,0.8426252834735122,0.8195930596099478,0,0,0,1,1,1,5.1083,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7498188417485523,0.7074446559641844,0,0,0,1,1,1,3.4107,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.7808269773909332,0.7978015855835621,0,0,0,1,1,1,2.8568,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7460672806637472,0.8787774503358814,0,0,0,1,1,1,7.0853,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7567432257313492,0.6047545635389534,0,0,0,0,0,1,5.6168,0,0,1,0,APPROVE,0,0,1,0
40000.0,45,1,0.9821634403218884,0.8549868235256517,0,0,0,1,1,1,5.8684,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.7444028992739375,0.8166363113093098,0,0,0,1,1,1,5.1395,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7780884230485102,0.6881144670986931,0,0,0,0,0,1,1.0642,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.8712710007441896,0.9011924295904787,0,0,0,0,0,1,0.9445,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8769517871086261,0.7213843938532805,0,0,1,0,1,1,3.7188,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7446524976257104,0.7107443726186259,0,0,0,0,0,1,7.4787,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.9301780534777115,0.788487339599729,0,0,0,1,1,1,4.4353,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9277088316947193,0.8704598713689459,0,0,0,1,1,1,7.0691,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.7688221342191284,0.9715383903505017,0,0,0,1,1,1,1.2241,0,0,0,1,ESCALATE,1,0,0,0
40000.0,45,1,0.7837132277758835,0.6565428972528415,0,0,0,1,1,1,5.932,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.9720164809832541,0.7585872483006935,0,0,0,1,1,1,2.34,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9394447193340486,0.6267958370050519,0,0,0,1,1,1,4.4337,0,0,0,1,APPROVE,0,0,1,0
40000.0,45,1,0.9023611395881319,0.903420298988697,0,0,0,1,1,1,2.6969,0,0,0,0,APPROVE,0,0,1,0
70000.0,45,0,0.7238476342380741,0.7790931558725442,0,0,0,1,1,1,5.8425,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.8212965834617469,0.882771654075274,0,0,0,1,1,1,3.5067,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8621975429022798,0.7288777695905149,0,0,0,0,0,1,3.9663,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7543492735152952,0.9377268965625294,1,0,0,1,2,1,2.3401,0,0,0,0,APPROVE,0,0,0,1
40000.0,45,1,0.8299857088113851,0.8139312312960458,0,0,0,1,1,1,2.6109,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.87429750447172,0.977443128729462,0,0,0,1,1,1,1.8461,0,0,0,1,ESCALATE,1,0,0,0
40000.0,45,0,0.7949392372334657,0.6315258556576137,0,0,0,1,1,1,4.6535,0,0,0,1,APPROVE,1,0,0,0
40000.0,45,1,0.9264739974956413,0.8057107298168298,0,1,0,0,1,1,1.5875,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.9437303786752536,0.9065820983990794,0,0,0,1,1,1,2.5115,0,0,0,0,APPROVE,1,0,0,0
50000.0,45,3,0.7938467461358805,0.8400610592294459,0,0,0,1,1,1,4.4785,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.9432105748028126,0.609277656170737,0,0,0,1,1,1,2.5612,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.7300372041698743,0.9889354713375523,0,0,0,1,1,1,4.9137,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.9429414386005703,0.7193054772303593,0,0,0,1,1,1,0.6062,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.7442976251836088,0.6997111465465529,0,0,0,0,0,1,7.7992,0,0,0,0,REJECT,1,0,0,0
40000.0,12,1,0.7240488742278205,0.7942639502426319,0,0,0,1,1,1,5.9749,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8861148672878932,0.8168632430093395,0,0,0,1,1,1,4.2786,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8368618360690353,0.9065152550359301,0,0,0,1,1,1,7.4063,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.9632882741197215,0.7573094630635957,0,0,0,1,1,1,7.0232,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8053248668663462,0.7759841505848849,0,0,0,1,1,1,3.2492,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.7832741563969123,0.8139839663735324,0,0,0,1,1,1,1.371,0,0,0,0,REJECT,1,0,0,0
40000.0,45,0,0.8452131227818175,0.7577548398966563,0,0,0,1,1,1,2.3917,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8322243938729117,0.9658192316404624,0,0,0,1,1,1,2.0652,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.7998841334029846,0.9405007866537008,0,0,0,0,0,1,6.1254,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9011849766225153,0.7819894780311514,0,0,0,0,0,1,4.6108,1,0,1,0,ESCALATE,0,0,1,0
40000.0,45,0,0.9202729318350333,0.6000779449349268,0,0,0,1,1,1,6.8757,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9473653510187396,0.9603737982117122,0,0,0,1,1,1,4.1728,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,1,0.9821284153659995,0.6497346293757861,0,0,0,1,1,1,6.2732,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7773302957184263,0.6978049660776184,0,0,0,1,1,1,2.9257,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.9076671099220888,0.6609445137461593,0,0,0,1,1,1,5.0161,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8143348882937661,0.6719262279924095,0,0,0,1,1,1,5.2955,0,0,0,0,APPROVE,0,0,0,1
40000.0,45,3,0.8963537718658213,0.9211510151559339,0,0,0,1,1,1,6.1947,1,0,0,0,APPROVE,0,0,1,0
70000.0,45,3,0.8380346902012739,0.8318005766663696,0,0,0,1,1,1,6.4962,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9881941998027002,0.9824380652501394,0,0,0,1,1,1,2.5738,0,0,0,1,APPROVE,0,0,1,0
40000.0,45,0,0.9113816193793175,0.6925814049294866,0,0,0,1,1,1,3.3879,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9762224771259541,0.7942539632524936,0,0,0,0,0,1,2.0535,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9421411693495438,0.990971347632988,0,0,0,1,1,1,6.1088,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9618412932373777,0.9305774057099079,0,0,0,1,1,1,2.5305,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9361815671922558,0.8914462716481963,0,0,0,1,1,1,3.4326,0,0,1,0,APPROVE,1,0,0,0
40000.0,45,0,0.8331561478090143,0.6755900805483168,0,0,0,0,0,1,6.5227,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.7730186514705965,0.9077621603638865,0,0,0,1,1,1,3.0485,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8073928508806514,0.7390260490383671,0,0,0,0,0,1,2.6863,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7058685074655856,0.8122147588187031,0,0,0,1,1,1,5.3839,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.8519580185647535,0.843664485215816,0,0,0,1,1,1,7.8153,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8464667620784185,0.8437454846097017,0,0,0,0,0,1,0.9697,1,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.8523226348008416,0.8906093887654065,0,0,0,0,0,1,6.7609,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.9824690552418984,0.8646808370568821,0,0,0,0,0,1,1.412,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.9643216610019034,0.6273483517242359,0,0,0,0,0,1,3.0867,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,5,0.7468967057157313,0.7829388103796429,0,0,0,1,1,1,3.6254,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8069759312512078,0.8656086426879916,0,0,0,1,1,1,5.8905,0,0,0,0,ESCALATE,0,0,1,0
40000.0,12,3,0.8229472920443459,0.7183971928662914,0,0,0,1,1,1,7.4492,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8045545461769779,0.7252226748865559,0,0,0,1,1,1,1.2651,1,0,0,1,APPROVE,0,0,1,0
40000.0,45,1,0.9315638294451347,0.6498270191018461,0,0,0,1,1,1,6.0861,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8519709242616001,0.7674459943899421,0,0,0,1,1,1,2.9172,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8659089469217712,0.9947321737224699,0,0,0,1,1,1,7.2643,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9473739321064985,0.714127744515215,0,0,0,1,1,1,2.5866,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.933719164490454,0.8125747570744393,0,0,0,1,1,1,5.704,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.7383413416178869,0.8972949011116338,0,0,0,1,1,1,1.7357,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.907035229384254,0.6053989083537082,0,0,0,0,0,1,7.6846,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8262764773815903,0.9601758238393195,0,0,0,0,0,1,0.5324,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.7854481818881252,0.7546200738899754,0,0,0,1,1,1,2.2464,0,0,0,0,APPROVE,1,0,0,0
50000.0,45,0,0.714505458061634,0.9476463946843929,0,0,0,1,1,1,5.5696,0,0,1,0,APPROVE,1,0,0,0
40000.0,45,3,0.8413023725001807,0.6155790635597912,0,0,0,1,1,1,6.9014,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.803076637410114,0.6582654207454703,0,0,0,1,1,1,7.9517,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7729387815061562,0.7290117817910237,0,0,0,1,1,1,1.7995,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9014548015831176,0.7381847092253115,0,0,0,0,0,1,2.8036,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9231507623215203,0.9391176892112066,0,0,1,1,2,1,7.1889,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.7709889605185332,0.6044804461552941,0,0,0,1,1,1,0.7437,0,0,0,1,APPROVE,1,0,0,0
40000.0,45,0,0.7143397566370107,0.8564447105878719,0,0,0,1,1,1,5.9999,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.9461382831639181,0.6525249744714201,0,0,0,0,0,1,3.6729,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.7028883249492479,0.9292862602844197,0,0,0,1,1,1,5.6661,1,0,1,0,ESCALATE,1,0,0,0
40000.0,45,3,0.9717626232372268,0.9114293063831649,1,0,0,1,2,1,4.4368,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.8820097634549847,0.7999684109644802,0,0,0,0,0,1,5.2033,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7933355242083828,0.68507489020495,0,0,0,1,1,1,5.5,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7714785937772535,0.8537981563862225,0,0,0,1,1,1,5.2343,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7026116426366977,0.6625033270630583,0,0,0,1,1,1,5.4842,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.7682867109331544,0.6760095170370614,0,0,0,1,1,1,4.7626,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7399412074399709,0.8506759608901431,1,0,0,1,2,1,5.8542,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.8775282040097122,0.9964913784354498,0,0,1,1,2,1,6.3202,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.7482982206922023,0.9564243349010185,0,0,0,0,0,1,6.4095,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,3,0.8533026528856196,0.8372429430734708,0,0,0,0,0,1,6.9013,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8711337624798965,0.8154147075069695,0,0,0,1,1,1,2.873,0,0,1,0,APPROVE,0,0,1,0
40000.0,45,3,0.7864320925206052,0.9993539520032434,1,0,0,0,1,1,6.0933,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7101688352154284,0.8189588590535575,0,0,0,1,1,1,7.6,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.7108036253781168,0.7680466087837776,0,0,0,0,0,1,3.256,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.7076407263362361,0.9638222143101366,0,0,0,0,0,1,6.3323,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9143461534695984,0.6936737183477153,0,0,0,1,1,1,2.686,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7922228143961464,0.6390103961187236,0,0,0,1,1,1,1.8168,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9309270539306225,0.8536360137447321,0,0,0,1,1,1,3.8482,1,0,0,0,REJECT,0,0,1,0
40000.0,45,1,0.8252025189144262,0.6383398535074996,0,0,0,1,1,1,6.549,1,0,0,1,ESCALATE,1,0,0,0
40000.0,45,3,0.8313694492406895,0.7492594147811841,0,0,0,0,0,1,2.8034,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8487359547277764,0.7694309542326883,0,0,0,1,1,1,2.712,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.9067791223487801,0.8190152268196933,0,0,0,1,1,1,2.5826,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.779315831090615,0.9966638182991849,0,0,0,0,0,1,2.1359,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.7352603313647228,0.6883926893332724,0,0,0,0,0,1,5.0833,0,0,0,0,APPROVE,0,0,0,1
40000.0,45,3,0.8612566272055238,0.7503025514027648,0,0,0,0,0,1,2.325,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.7948235107403944,0.6528960497642632,0,0,0,1,1,1,7.5118,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.8283224809637308,0.8430454104132938,0,0,0,1,1,1,3.0945,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8876145454178186,0.8910692729231333,0,0,0,1,1,1,4.568,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8432964649309684,0.7928307292943515,0,0,1,0,1,1,3.5688,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.8798808569592445,0.6983325073159884,0,0,0,1,1,1,7.7204,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8578180006129521,0.8483553076726991,0,0,0,1,1,1,3.6801,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.9145409478614688,0.8156630893475398,0,0,0,0,0,1,4.7277,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9047216191363698,0.6684742893614871,0,0,0,1,1,1,6.2257,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8549150686244995,0.7622727602008521,0,0,0,1,1,1,1.7847,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.8968818760493149,0.774078836654078,0,0,0,0,0,1,0.7448,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9533322846590577,0.9930471015085731,0,0,0,1,1,1,3.9119,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8253586734585688,0.9397143328622087,0,0,0,0,0,1,4.6298,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.8197012910971502,0.8937483153094374,0,0,0,1,1,1,2.653,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9216312300471903,0.955510810201179,0,0,0,1,1,1,3.9688,0,0,1,0,REJECT,1,0,0,0
40000.0,45,3,0.8689406127421783,0.894193762331486,0,0,0,1,1,1,5.1137,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7205919662645507,0.9613607420502933,0,0,0,1,1,1,7.7995,0,0,0,0,APPROVE,1,0,0,0
50000.0,45,5,0.9587124845504136,0.6218212459518032,0,0,0,0,0,1,5.0133,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.7089270996489156,0.7824264837067666,0,0,0,0,0,1,3.8664,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9170349433008255,0.8987593340967335,0,0,0,0,0,1,0.669,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9200503013842507,0.8333183186440054,1,1,0,1,3,1,2.8294,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,5,0.9764022147317598,0.6700664656603147,0,0,0,1,1,1,3.1886,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.715698978436673,0.7361968346114137,0,0,0,1,1,1,4.0771,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8730884896275024,0.7271097500106765,0,0,0,1,1,1,6.3663,0,0,0,0,APPROVE,1,0,0,0
40000.0,12,0,0.8240737654818453,0.7045387652737344,0,0,0,1,1,1,6.3192,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.7958835569092672,0.7372542214055864,0,0,0,1,1,1,6.8396,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.7261923824867311,0.8059413153844484,0,0,0,1,1,1,2.6749,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8631696947046796,0.9419476099133104,0,0,1,1,2,1,3.0984,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.838921810445638,0.8968130649575026,0,0,0,0,0,1,1.6268,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.730320792863797,0.9340998816064935,0,0,0,0,0,1,6.9306,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.8776219570581542,0.9534414978252346,0,0,0,1,1,1,5.3918,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9140064048733522,0.7664601824390429,0,0,0,1,1,1,1.0816,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.922510707305558,0.7384105136106989,0,0,0,1,1,1,2.7774,0,0,0,0,REJECT,0,0,0,1
40000.0,45,0,0.962558224596104,0.6230493526736647,0,0,0,1,1,1,1.6454,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.8187465151477453,0.9721966487505738,0,0,0,1,1,1,7.7692,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,5,0.9763911029004197,0.6263292071752575,0,0,0,1,1,1,2.9345,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9509745274739789,0.8964542061481882,0,0,0,0,0,1,4.2235,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.7859854555969423,0.7512433217862349,0,0,0,0,0,1,2.8843,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7461920808313429,0.9795123097996745,0,0,0,1,1,1,4.0572,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,5,0.8262629248771238,0.7678408083736517,0,0,0,1,1,1,7.9897,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.8165506253072303,0.9266433405418866,0,0,0,1,1,1,2.6554,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8669585985460493,0.7130619328654706,0,0,0,0,0,1,2.6197,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,0,0.8691820073750469,0.7196354868975386,0,0,0,0,0,1,3.2853,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.9174962254701928,0.8382077639513736,0,0,0,1,1,1,1.7699,0,0,0,0,ESCALATE,0,0,1,0
40000.0,45,5,0.847868084979627,0.9991930534829895,0,0,0,0,0,1,6.0424,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7303985658728219,0.8070289671916785,0,0,0,1,1,1,3.3451,0,0,1,1,APPROVE,1,0,0,0
40000.0,45,5,0.9489044873104008,0.9745234545573163,0,0,0,1,1,1,4.8564,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.7898317291237043,0.9144999312994911,0,0,0,0,0,1,5.4598,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9816762634889117,0.918345725670894,0,0,0,1,1,1,0.7658,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.7341794315171333,0.7743839956515056,0,0,0,1,1,1,5.33,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.9778928399474259,0.7546169000691203,0,0,0,1,1,1,4.4958,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.7263934239959299,0.6767687232363262,0,0,0,1,1,1,1.1214,0,0,1,0,APPROVE,1,0,0,0
40000.0,45,0,0.7670004800046473,0.9855765067934614,1,0,0,0,1,1,1.4336,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.713508183205097,0.983757444977528,0,0,0,0,0,1,3.806,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9044828125253085,0.8988270937240731,0,0,1,0,1,1,3.0973,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9465866336058196,0.7185009799410678,0,0,0,1,1,1,3.7812,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8258806137266343,0.6980718161369128,0,0,0,0,0,1,5.2664,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.9692714017623045,0.9954440969547852,0,0,0,1,1,1,1.6582,0,0,1,0,APPROVE,1,0,0,0
40000.0,45,1,0.8711867308091239,0.626617126043271,1,0,0,1,2,1,5.4683,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.8827020692794917,0.9374257168565236,0,0,0,1,1,1,6.6359,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.9451715684932233,0.7421832001929899,0,0,0,1,1,1,0.522,0,0,0,0,ESCALATE,1,0,0,0
70000.0,45,3,0.7860720594650332,0.7675478878908882,0,0,0,1,1,1,3.2635,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,0,0.8027370591850115,0.9327910594995349,0,0,0,1,1,1,2.5638,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9627260565664468,0.6362412064021432,0,0,0,1,1,1,3.74,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.9612794138512415,0.7416678714081029,0,0,0,1,1,1,5.1146,1,0,0,0,APPROVE,0,0,1,0
40000.0,45,1,0.9831800050982525,0.9808097108678292,0,0,0,1,1,1,1.9068,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.9615331117680845,0.8796263651085026,0,0,0,1,1,1,1.5057,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,5,0.7369378904496746,0.9019756659223561,0,0,0,1,1,1,5.9663,0,0,0,0,APPROVE,0,0,1,0
50000.0,45,5,0.9388800429797264,0.9030021203821905,0,0,0,1,1,1,5.6431,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.8188531586517822,0.6242280332655777,0,0,0,0,0,1,3.9563,0,0,0,0,REJECT,1,0,0,0
40000.0,45,5,0.987332393224322,0.6812830373041725,0,0,0,1,1,1,4.2599,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,0,0.8369614796553523,0.7965053024324847,0,0,0,0,0,1,2.524,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.860612463925644,0.7472600929901501,0,0,0,1,1,1,2.9688,1,0,0,0,APPROVE,1,0,0,0
40000.0,45,0,0.8536347254244716,0.7643649172531414,0,0,0,1,1,1,2.9006,1,0,0,0,ESCALATE,1,0,0,0
40000.0,45,3,0.7933037386589006,0.912578951450269,0,0,0,0,0,1,5.9475,0,0,0,0,APPROVE,0,0,1,0
40000.0,45,3,0.7217564057789462,0.6058716940270941,0,0,0,0,0,1,4.6673,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,1,0.9597388568165564,0.8641967705284954,0,0,0,1,1,1,5.9712,0,0,0,0,ESCALATE,1,0,0,0
40000.0,45,1,0.9327759856326232,0.600044092720729,0,0,0,1,1,1,4.9304,0,0,0,0,APPROVE,1,0,0,0
40000.0,45,3,0.740462766362304,0.6252234102304974,0,0,0,0,0,1,4.5923,0,0,0,0,REJECT,1,0,0,0
