claim_type,amount_requested,doc_confidence_score,consistency_score,days_since_incident,has_police_report,has_medical_cert,prior_claims_count,label
AUTO,36896.11,0.972,0.953,2,1,0,0,APPROVE
PROPERTY,354596.62,0.61,0.688,11,1,0,2,ESCALATE
PROPERTY,221108.82,0.655,0.63,35,1,0,1,ESCALATE
PROPERTY,83514.02,0.88,0.999,8,1,0,0,APPROVE
PROPERTY,40422.67,0.826,0.952,10,0,0,0,APPROVE
PROPERTY,46040.93,0.75,0.928,1,0,0,0,APPROVE
LIFE_DEATH,125728.93,0.94,0.947,28,1,1,1,APPROVE
PROPERTY,517858.47,0.218,0.15,79,0,0,4,REJECT
AUTO,19345.73,0.975,0.8,2,0,0,2,APPROVE
PROPERTY,34492.58,0.75,0.944,59,0,0,0,APPROVE
PROPERTY,33609.71,0.883,0.872,7,0,0,0,APPROVE
AUTO,55886.54,0.658,0.614,25,1,0,2,ESCALATE
AUTO,20641.52,0.91,0.933,4,1,0,1,APPROVE
AUTO,39753.89,0.803,0.939,2,1,0,0,APPROVE
LIFE_DEATH,255409.22,0.918,0.8,1,0,1,0,APPROVE
AUTO,14477.49,0.99,0.8,2,1,0,0,APPROVE
LIFE_DEATH,288995.01,0.858,0.8,2,1,1,0,APPROVE
PROPERTY,480959.31,0.376,0.254,30,0,0,3,REJECT
AUTO,15819.74,0.855,0.8,3,1,0,0,APPROVE
AUTO,38144.46,0.919,0.864,8,1,0,1,APPROVE
PROPERTY,1171027.03,0.594,0.318,78,0,0,3,REJECT
LIFE_DEATH,585878.65,0.2,0.521,105,0,0,4,REJECT
LIFE_DEATH,566697.39,0.648,0.631,29,1,1,1,ESCALATE
PROPERTY,139887.96,0.772,0.669,54,0,0,3,ESCALATE
PROPERTY,22126.04,0.788,0.97,45,0,0,0,APPROVE
AUTO,212301.6,0.492,0.511,127,0,0,3,REJECT
AUTO,11114.39,0.914,0.831,4,1,0,0,APPROVE
PROPERTY,30908.2,0.759,0.978,1,0,0,1,APPROVE
AUTO,18707.62,0.771,0.8,1,1,0,0,APPROVE
LIFE_DEATH,268720.49,0.851,0.913,1,1,1,2,APPROVE
PROPERTY,54851.98,0.963,0.992,2,1,0,1,APPROVE
LIFE_DEATH,425894.31,0.433,0.498,54,0,0,4,REJECT
PROPERTY,122711.43,0.804,0.953,7,1,0,0,APPROVE
AUTO,29408.95,0.75,0.907,16,0,0,0,APPROVE
LIFE_DEATH,187944.82,0.911,0.901,4,1,1,0,APPROVE
AUTO,49360.63,0.93,0.952,6,1,0,0,APPROVE
LIFE_DEATH,64460.67,0.957,0.945,7,0,1,0,APPROVE
AUTO,163321.68,0.2,0.15,40,0,0,6,REJECT
AUTO,25147.57,0.75,0.8,1,0,0,0,APPROVE
PROPERTY,66275.86,0.834,0.8,1,1,0,1,APPROVE
PROPERTY,53120.43,0.815,0.981,26,1,0,0,APPROVE
LIFE_DEATH,440309.39,0.6,0.82,40,1,1,2,ESCALATE
LIFE_DEATH,756200.39,0.2,0.235,142,0,0,3,REJECT
PROPERTY,27684.55,0.943,0.981,8,1,0,0,APPROVE
AUTO,31879.2,0.75,0.947,1,1,0,0,APPROVE
LIFE_DEATH,148880.53,0.847,0.967,10,0,1,0,APPROVE
LIFE_DEATH,860261.76,0.245,0.34,44,0,0,5,REJECT
AUTO,119530.99,0.62,0.59,17,1,0,1,ESCALATE
PROPERTY,980849.07,0.2,0.358,96,0,0,2,REJECT
AUTO,404465.43,0.2,0.15,62,0,0,6,REJECT
AUTO,75554.0,0.884,0.934,3,1,0,0,APPROVE
LIFE_DEATH,102928.59,0.932,0.976,11,1,1,0,APPROVE
PROPERTY,391009.53,0.453,0.289,40,0,0,2,REJECT
PROPERTY,547483.19,0.781,0.675,12,0,0,1,ESCALATE
AUTO,41772.9,0.699,0.698,15,0,0,2,ESCALATE
AUTO,42713.25,0.907,0.966,1,1,0,0,APPROVE
AUTO,24113.85,0.819,0.912,15,0,0,0,APPROVE
PROPERTY,500200.01,0.663,0.664,13,1,0,2,ESCALATE
PROPERTY,318627.25,0.738,0.739,56,1,0,1,ESCALATE
AUTO,22718.36,0.75,0.874,1,1,0,0,APPROVE
PROPERTY,546533.5,0.2,0.193,61,0,0,3,REJECT
PROPERTY,29099.41,0.871,0.958,1,1,0,2,APPROVE
PROPERTY,163871.56,0.71,0.671,47,1,0,2,ESCALATE
AUTO,15833.17,0.75,0.914,25,0,0,1,APPROVE
AUTO,29343.39,0.92,0.8,20,1,0,0,APPROVE
LIFE_DEATH,1390483.52,0.511,0.198,91,0,1,2,REJECT
PROPERTY,37606.66,0.896,0.889,16,1,0,0,APPROVE
PROPERTY,53392.17,0.75,0.884,3,1,0,0,APPROVE
LIFE_DEATH,876749.61,0.53,0.15,94,0,0,5,REJECT
PROPERTY,74570.63,0.871,0.838,7,1,0,0,APPROVE
PROPERTY,217605.36,0.834,0.661,42,0,0,2,ESCALATE
AUTO,134160.35,0.785,0.64,25,1,0,3,ESCALATE
AUTO,12236.28,0.75,0.982,4,0,0,0,APPROVE
PROPERTY,61735.22,0.956,0.947,12,1,0,0,APPROVE
PROPERTY,307203.43,0.734,0.617,15,1,0,1,ESCALATE
LIFE_DEATH,1070672.02,0.633,0.322,89,0,0,5,REJECT
PROPERTY,439427.22,0.77,0.732,33,1,0,1,ESCALATE
AUTO,39178.18,0.852,0.92,4,1,0,1,APPROVE
LIFE_DEATH,930917.66,0.68,0.488,62,0,0,2,REJECT
PROPERTY,65157.25,0.847,0.8,4,1,0,0,APPROVE
LIFE_DEATH,874918.12,0.653,0.198,92,0,0,6,REJECT
AUTO,9909.68,0.75,0.8,2,0,0,1,APPROVE
LIFE_DEATH,139678.88,0.96,0.937,13,0,1,1,APPROVE
PROPERTY,85864.06,0.981,0.872,16,1,0,0,APPROVE
PROPERTY,50492.88,0.75,0.813,1,1,0,0,APPROVE
PROPERTY,216183.86,0.645,0.712,43,1,0,1,ESCALATE
PROPERTY,81406.55,0.969,0.914,5,1,0,1,APPROVE
PROPERTY,385760.48,0.659,0.58,12,0,0,3,ESCALATE
AUTO,123599.35,0.223,0.356,98,0,0,3,REJECT
PROPERTY,47216.47,0.933,0.974,24,0,0,0,APPROVE
PROPERTY,1098125.56,0.2,0.481,116,0,0,5,REJECT
AUTO,23282.62,0.969,0.923,16,0,0,0,APPROVE
PROPERTY,44860.27,0.81,0.975,15,1,0,0,APPROVE
PROPERTY,21568.16,0.979,0.8,2,1,0,0,APPROVE
LIFE_DEATH,226007.86,0.907,0.924,19,0,1,1,APPROVE
AUTO,33619.26,0.948,0.8,2,1,0,1,APPROVE
AUTO,268279.98,0.387,0.38,39,0,0,2,REJECT
AUTO,108997.81,0.794,0.741,18,0,0,1,ESCALATE
LIFE_DEATH,280576.94,0.882,0.967,7,1,1,0,APPROVE
AUTO,90810.24,0.28,0.15,54,0,0,4,REJECT
AUTO,348183.6,0.468,0.52,113,0,0,3,REJECT
PROPERTY,149063.03,0.668,0.82,25,1,0,2,ESCALATE
PROPERTY,1146584.06,0.351,0.3,151,0,0,2,REJECT
PROPERTY,76692.41,0.75,0.8,9,1,0,0,APPROVE
AUTO,9934.93,0.939,0.88,12,0,0,0,APPROVE
PROPERTY,79812.39,0.987,0.997,1,1,0,0,APPROVE
AUTO,3641.38,0.794,0.8,11,0,0,0,APPROVE
AUTO,297560.1,0.539,0.382,53,0,0,3,REJECT
AUTO,380571.82,0.2,0.301,135,0,0,5,REJECT
LIFE_DEATH,142735.25,0.99,0.922,8,1,1,2,APPROVE
PROPERTY,479715.45,0.208,0.15,68,0,0,4,REJECT
AUTO,75872.27,0.72,0.744,18,0,0,2,ESCALATE
AUTO,225919.18,0.2,0.448,68,0,0,2,REJECT
PROPERTY,822725.83,0.216,0.426,79,0,0,3,REJECT
AUTO,51285.35,0.898,0.91,15,1,0,2,APPROVE
AUTO,16331.92,0.99,0.802,25,1,0,0,APPROVE
AUTO,126481.84,0.738,0.634,11,0,0,1,ESCALATE
PROPERTY,199679.73,0.721,0.736,25,1,0,3,ESCALATE
PROPERTY,44157.53,0.75,0.847,13,1,0,0,APPROVE
AUTO,22589.87,0.984,0.932,17,0,0,0,APPROVE
AUTO,17443.75,0.97,0.815,4,1,0,0,APPROVE
LIFE_DEATH,443102.16,0.463,0.191,137,0,0,2,REJECT
AUTO,18776.16,0.971,0.884,17,0,0,1,APPROVE
LIFE_DEATH,1217193.96,0.2,0.503,55,0,0,3,REJECT
PROPERTY,135720.15,0.617,0.728,31,1,0,1,ESCALATE
AUTO,33943.63,0.807,0.89,1,1,0,0,APPROVE
PROPERTY,462121.47,0.2,0.15,152,0,0,4,REJECT
PROPERTY,480420.93,0.661,0.609,25,0,0,2,ESCALATE
AUTO,21812.92,0.91,0.975,24,1,0,0,APPROVE
AUTO,4106.45,0.82,0.987,2,0,0,1,APPROVE
AUTO,259340.51,0.249,0.161,31,0,0,6,REJECT
PROPERTY,47350.24,0.75,0.8,1,0,0,0,APPROVE
AUTO,48968.34,0.882,0.918,9,1,0,0,APPROVE
PROPERTY,75358.96,0.842,0.95,4,1,0,0,APPROVE
LIFE_DEATH,176313.09,0.759,0.866,8,0,1,0,APPROVE
LIFE_DEATH,938621.44,0.545,0.15,32,0,0,2,REJECT
AUTO,284946.07,0.569,0.15,116,0,0,3,REJECT
PROPERTY,69634.9,0.75,0.912,2,1,0,0,APPROVE
AUTO,29177.56,0.967,0.8,10,0,0,2,APPROVE
AUTO,273603.64,0.2,0.238,53,0,0,6,REJECT
AUTO,320030.34,0.515,0.436,43,0,0,5,REJECT
AUTO,9875.76,0.75,0.871,10,0,0,1,APPROVE
AUTO,44796.04,0.741,0.58,51,1,0,2,ESCALATE
AUTO,260547.48,0.324,0.219,160,0,0,4,REJECT
AUTO,75194.37,0.6,0.667,37,0,0,2,ESCALATE
PROPERTY,55256.36,0.75,0.8,12,1,0,0,APPROVE
AUTO,299156.94,0.2,0.15,125,0,0,2,REJECT
AUTO,226602.69,0.2,0.215,61,0,0,2,REJECT
AUTO,31738.77,0.988,0.8,2,1,0,1,APPROVE
LIFE_DEATH,62445.25,0.975,0.98,3,1,1,0,APPROVE
AUTO,27394.24,0.84,0.908,2,1,0,2,APPROVE
AUTO,17126.4,0.75,0.913,6,0,0,0,APPROVE
AUTO,51506.11,0.935,0.804,10,1,0,0,APPROVE
LIFE_DEATH,653984.23,0.699,0.718,24,0,1,1,ESCALATE
AUTO,24503.72,0.895,0.8,4,1,0,1,APPROVE
AUTO,25085.42,0.873,0.8,7,0,0,0,APPROVE
PROPERTY,50300.2,0.953,0.947,1,1,0,1,APPROVE
AUTO,32478.54,0.79,0.951,5,1,0,0,APPROVE
PROPERTY,51320.29,0.976,0.953,16,1,0,0,APPROVE
LIFE_DEATH,491007.47,0.2,0.217,102,0,0,5,REJECT
AUTO,8199.27,0.876,0.924,21,1,0,2,APPROVE
PROPERTY,102958.77,0.794,0.714,26,0,0,1,ESCALATE
LIFE_DEATH,282284.88,0.906,0.893,1,1,1,0,APPROVE
PROPERTY,29968.56,0.917,0.802,15,1,0,0,APPROVE
AUTO,42533.88,0.841,0.996,9,1,0,0,APPROVE
PROPERTY,26861.12,0.75,0.903,28,0,0,0,APPROVE
PROPERTY,415307.92,0.369,0.322,72,0,0,5,REJECT
LIFE_DEATH,739287.96,0.681,0.592,11,1,1,2,ESCALATE
AUTO,10709.69,0.866,0.918,8,0,0,0,APPROVE
AUTO,12346.95,0.894,0.975,4,0,0,0,APPROVE
PROPERTY,108036.58,0.75,0.914,6,1,0,0,APPROVE
PROPERTY,43968.97,0.99,0.993,5,1,0,0,APPROVE
PROPERTY,439875.51,0.654,0.549,66,0,0,5,REJECT
PROPERTY,833764.16,0.219,0.371,147,0,0,4,REJECT
AUTO,15573.61,0.807,0.911,2,0,0,0,APPROVE
LIFE_DEATH,71858.17,0.871,0.947,7,1,1,0,APPROVE
PROPERTY,498762.66,0.2,0.15,245,0,0,4,REJECT
AUTO,52590.25,0.917,0.8,1,1,0,1,APPROVE
AUTO,233314.44,0.487,0.247,54,0,0,2,REJECT
AUTO,34072.71,0.884,0.865,14,1,0,0,APPROVE
AUTO,315552.26,0.266,0.236,36,0,0,3,REJECT
AUTO,25069.16,0.985,0.998,32,0,0,0,APPROVE
LIFE_DEATH,275936.44,0.862,0.995,3,1,1,0,APPROVE
LIFE_DEATH,769616.3,0.604,0.72,32,0,1,1,ESCALATE
AUTO,116465.18,0.775,0.794,35,1,0,1,ESCALATE
PROPERTY,38230.5,0.874,0.908,1,1,0,0,APPROVE
AUTO,14385.35,0.75,0.995,1,1,0,0,APPROVE
LIFE_DEATH,624538.91,0.2,0.349,178,0,1,2,REJECT
AUTO,64037.85,0.75,0.923,32,1,0,0,APPROVE
AUTO,57228.56,0.932,0.842,7,1,0,0,APPROVE
LIFE_DEATH,210251.51,0.861,0.874,9,0,1,0,APPROVE
AUTO,18930.79,0.837,0.988,23,0,0,1,APPROVE
PROPERTY,45092.33,0.75,0.998,1,1,0,1,APPROVE
LIFE_DEATH,482728.94,0.622,0.716,22,0,1,1,ESCALATE
AUTO,34666.69,0.75,0.8,8,1,0,1,APPROVE
AUTO,9575.96,0.75,0.8,20,0,0,0,APPROVE
AUTO,17494.28,0.883,0.836,7,1,0,0,APPROVE
AUTO,32157.63,0.977,0.885,7,1,0,0,APPROVE
AUTO,144021.64,0.222,0.544,93,0,0,3,REJECT
PROPERTY,519510.98,0.644,0.82,107,1,0,1,ESCALATE
AUTO,26685.65,0.846,0.921,2,0,0,0,APPROVE
AUTO,63551.93,0.71,0.711,37,0,0,2,ESCALATE
PROPERTY,181923.05,0.2,0.327,33,0,0,5,REJECT
PROPERTY,650931.03,0.2,0.15,39,0,0,3,REJECT
LIFE_DEATH,1008153.5,0.256,0.341,53,0,0,3,REJECT
PROPERTY,53571.62,0.75,0.972,1,1,0,0,APPROVE
AUTO,3494.04,0.886,0.967,12,0,0,1,APPROVE
AUTO,195306.18,0.461,0.15,53,0,0,2,REJECT
AUTO,17861.35,0.75,0.869,16,0,0,1,APPROVE
AUTO,409627.85,0.435,0.177,40,0,0,4,REJECT
AUTO,14837.11,0.792,0.853,20,1,0,0,APPROVE
AUTO,10995.75,0.864,0.886,12,0,0,1,APPROVE
LIFE_DEATH,223974.78,0.75,0.934,10,0,1,0,APPROVE
LIFE_DEATH,1322416.4,0.276,0.173,36,0,1,2,REJECT
LIFE_DEATH,284720.83,0.941,0.984,1,1,1,0,APPROVE
PROPERTY,28109.85,0.769,0.927,4,0,0,1,APPROVE
AUTO,23744.77,0.773,0.99,5,1,0,0,APPROVE
AUTO,235735.9,0.401,0.15,62,0,0,3,REJECT
PROPERTY,574625.41,0.713,0.605,26,0,0,2,ESCALATE
LIFE_DEATH,255086.25,0.968,0.8,14,1,1,0,APPROVE
PROPERTY,235761.11,0.679,0.604,35,0,0,1,ESCALATE
AUTO,110604.69,0.718,0.58,16,1,0,2,ESCALATE
AUTO,7949.51,0.75,0.8,26,0,0,1,APPROVE
AUTO,430301.87,0.2,0.24,73,0,0,2,REJECT
LIFE_DEATH,236110.54,0.875,0.836,8,0,1,0,APPROVE
LIFE_DEATH,158483.81,0.924,0.871,18,1,1,1,APPROVE
PROPERTY,60509.55,0.903,0.918,1,1,0,0,APPROVE
AUTO,44382.53,0.783,0.841,1,1,0,0,APPROVE
AUTO,36875.81,0.918,0.983,1,1,0,1,APPROVE
PROPERTY,237868.15,0.829,0.619,39,1,0,1,ESCALATE
AUTO,73277.43,0.666,0.58,71,1,0,1,ESCALATE
AUTO,6837.62,0.944,0.943,13,0,0,0,APPROVE
LIFE_DEATH,547514.93,0.68,0.712,120,0,1,3,ESCALATE
PROPERTY,338682.44,0.656,0.73,16,1,0,1,ESCALATE
PROPERTY,100911.66,0.923,0.842,5,1,0,0,APPROVE
LIFE_DEATH,244801.28,0.821,0.948,24,0,1,1,APPROVE
AUTO,388400.74,0.2,0.181,100,0,0,4,REJECT
AUTO,209514.4,0.2,0.65,138,0,0,4,REJECT
AUTO,364787.2,0.329,0.65,50,0,0,5,REJECT
AUTO,10525.36,0.924,0.914,9,1,0,0,APPROVE
AUTO,12886.98,0.946,0.823,8,0,0,0,APPROVE
LIFE_DEATH,1165061.52,0.291,0.288,33,0,0,4,REJECT
PROPERTY,66493.54,0.882,0.87,28,1,0,0,APPROVE
LIFE_DEATH,62290.21,0.915,0.933,30,0,1,0,APPROVE
LIFE_DEATH,212042.01,0.873,0.98,10,1,1,0,APPROVE
LIFE_DEATH,230377.94,0.815,0.99,7,1,1,0,APPROVE
AUTO,28183.64,0.898,0.965,1,1,0,0,APPROVE
AUTO,25138.65,0.812,0.955,4,1,0,0,APPROVE
AUTO,268425.67,0.2,0.229,73,0,0,3,REJECT
LIFE_DEATH,57227.96,0.855,0.8,3,0,1,0,APPROVE
AUTO,268222.51,0.2,0.298,49,0,0,4,REJECT
AUTO,48280.08,0.913,0.955,5,1,0,0,APPROVE
PROPERTY,30051.09,0.941,0.984,3,0,0,1,APPROVE
AUTO,94465.96,0.68,0.348,250,0,0,5,REJECT
AUTO,46341.68,0.963,0.874,1,1,0,0,APPROVE
PROPERTY,40904.9,0.761,0.8,18,0,0,0,APPROVE
PROPERTY,52626.73,0.797,0.946,1,1,0,0,APPROVE
PROPERTY,50553.36,0.953,0.87,16,1,0,2,APPROVE
AUTO,18620.12,0.75,0.859,14,0,0,2,APPROVE
PROPERTY,13569.83,0.75,0.921,6,1,0,0,APPROVE
AUTO,33329.14,0.987,0.8,1,1,0,2,APPROVE
AUTO,302901.41,0.604,0.223,231,0,0,4,REJECT
AUTO,14841.27,0.75,0.989,32,0,0,0,APPROVE
AUTO,267816.64,0.558,0.15,103,0,0,2,REJECT
LIFE_DEATH,231139.48,0.883,0.984,4,1,1,0,APPROVE
AUTO,20166.81,0.882,0.974,16,0,0,0,APPROVE
LIFE_DEATH,266998.48,0.942,0.993,13,1,1,0,APPROVE
AUTO,31814.93,0.917,0.995,3,1,0,0,APPROVE
PROPERTY,29811.2,0.75,0.872,9,1,0,1,APPROVE
AUTO,90717.23,0.673,0.777,12,0,0,3,ESCALATE
PROPERTY,92273.87,0.987,0.963,6,1,0,1,APPROVE
PROPERTY,38310.94,0.835,0.804,3,1,0,0,APPROVE
AUTO,130961.24,0.723,0.714,60,0,0,2,ESCALATE
LIFE_DEATH,449390.3,0.634,0.17,46,0,1,6,REJECT
PROPERTY,45263.53,0.787,0.902,7,0,0,0,APPROVE
AUTO,59119.72,0.75,0.931,4,1,0,0,APPROVE
LIFE_DEATH,635741.64,0.668,0.588,21,1,1,1,ESCALATE
PROPERTY,59504.97,0.851,0.8,2,1,0,1,APPROVE
PROPERTY,50179.22,0.78,0.8,7,1,0,0,APPROVE
PROPERTY,146312.4,0.657,0.82,44,1,0,1,ESCALATE
AUTO,12265.78,0.915,0.904,5,1,0,1,APPROVE
LIFE_DEATH,598502.39,0.621,0.354,41,0,1,4,REJECT
AUTO,253054.44,0.328,0.376,53,0,0,2,REJECT
AUTO,44790.36,0.901,0.884,4,1,0,0,APPROVE
LIFE_DEATH,983941.95,0.2,0.494,71,0,1,4,REJECT
LIFE_DEATH,211455.6,0.75,0.987,2,0,1,2,APPROVE
AUTO,31524.48,0.905,0.919,11,1,0,2,APPROVE
AUTO,33207.77,0.96,0.947,19,1,0,1,APPROVE
AUTO,267362.54,0.31,0.523,134,0,0,4,REJECT
LIFE_DEATH,1400586.98,0.2,0.346,112,0,1,2,REJECT
PROPERTY,80781.52,0.921,0.8,15,1,0,0,APPROVE
LIFE_DEATH,232628.66,0.907,0.8,4,0,1,0,APPROVE
PROPERTY,133759.69,0.925,0.944,6,1,0,0,APPROVE
AUTO,8073.07,0.821,0.817,1,1,0,0,APPROVE
PROPERTY,468225.89,0.606,0.82,44,1,0,1,ESCALATE
AUTO,20141.41,0.94,0.998,10,0,0,0,APPROVE
PROPERTY,394404.26,0.612,0.15,262,0,0,2,REJECT
AUTO,17260.91,0.75,0.813,1,1,0,0,APPROVE
PROPERTY,30308.86,0.909,0.876,5,0,0,2,APPROVE
AUTO,15797.8,0.806,0.938,9,0,0,0,APPROVE
AUTO,18473.07,0.918,0.953,1,0,0,0,APPROVE
AUTO,346176.61,0.353,0.163,41,0,0,3,REJECT
AUTO,30489.79,0.844,0.8,13,1,0,1,APPROVE
AUTO,321211.83,0.2,0.15,62,0,0,5,REJECT
AUTO,17426.15,0.75,0.815,1,0,0,0,APPROVE
AUTO,16771.0,0.979,0.991,13,1,0,1,APPROVE
AUTO,24308.2,0.977,0.818,6,1,0,2,APPROVE
LIFE_DEATH,225076.4,0.833,0.948,1,1,1,0,APPROVE
AUTO,126242.1,0.697,0.672,92,0,0,1,ESCALATE
AUTO,25357.96,0.77,0.8,41,0,0,1,APPROVE
AUTO,28664.38,0.819,0.988,16,0,0,0,APPROVE
AUTO,445328.21,0.2,0.327,60,0,0,3,REJECT
LIFE_DEATH,258871.54,0.798,0.989,7,1,1,0,APPROVE
PROPERTY,58100.66,0.75,0.901,2,1,0,0,APPROVE
PROPERTY,55421.69,0.942,0.8,5,1,0,1,APPROVE
AUTO,234673.46,0.342,0.34,173,0,0,3,REJECT
PROPERTY,404296.04,0.71,0.77,23,0,0,1,ESCALATE
LIFE_DEATH,92025.64,0.75,0.974,1,1,1,0,APPROVE
AUTO,28389.79,0.802,0.839,3,1,0,0,APPROVE
AUTO,36145.0,0.858,0.854,5,1,0,0,APPROVE
PROPERTY,264588.84,0.626,0.82,18,0,0,1,ESCALATE
LIFE_DEATH,382562.45,0.6,0.714,21,1,1,1,ESCALATE
LIFE_DEATH,95192.48,0.804,0.8,27,1,1,2,APPROVE
PROPERTY,40871.8,0.924,0.8,4,0,0,0,APPROVE
AUTO,190754.26,0.317,0.32,55,0,0,2,REJECT
PROPERTY,42952.23,0.838,0.803,1,0,0,1,APPROVE
AUTO,167922.4,0.347,0.15,67,0,0,2,REJECT
AUTO,445337.23,0.2,0.324,113,0,0,3,REJECT
AUTO,60631.97,0.75,0.8,18,1,0,1,APPROVE
AUTO,275066.13,0.271,0.425,177,0,0,3,REJECT
AUTO,16370.42,0.75,0.96,2,1,0,0,APPROVE
AUTO,38295.24,0.75,0.974,42,1,0,0,APPROVE
AUTO,28198.44,0.896,0.861,15,0,0,0,APPROVE
AUTO,123667.22,0.2,0.263,38,0,0,6,REJECT
AUTO,19709.46,0.905,0.93,7,0,0,1,APPROVE
PROPERTY,108118.51,0.754,0.936,3,1,0,0,APPROVE
PROPERTY,437917.99,0.2,0.286,246,0,0,4,REJECT
AUTO,21796.13,0.869,0.957,3,0,0,1,APPROVE
LIFE_DEATH,408069.6,0.616,0.617,29,0,1,1,ESCALATE
AUTO,18940.76,0.804,0.874,17,1,0,0,APPROVE
LIFE_DEATH,87174.83,0.75,0.945,3,1,1,1,APPROVE
PROPERTY,82433.85,0.823,0.82,5,1,0,0,APPROVE
AUTO,47373.89,0.865,0.925,35,1,0,0,APPROVE
LIFE_DEATH,576452.55,0.68,0.721,53,0,1,3,ESCALATE
LIFE_DEATH,682313.9,0.676,0.74,15,1,1,1,ESCALATE
PROPERTY,21623.69,0.814,0.8,9,1,0,1,APPROVE
AUTO,11777.21,0.988,0.96,1,0,0,0,APPROVE
AUTO,38418.49,0.933,0.967,2,1,0,0,APPROVE
LIFE_DEATH,1405308.24,0.68,0.15,262,0,0,3,REJECT
AUTO,128658.22,0.643,0.618,24,1,0,1,ESCALATE
AUTO,32782.24,0.98,0.996,7,1,0,1,APPROVE
AUTO,138592.71,0.2,0.39,148,0,0,3,REJECT
PROPERTY,65508.14,0.866,0.984,13,1,0,1,APPROVE
LIFE_DEATH,144784.83,0.807,0.867,1,0,1,0,APPROVE
PROPERTY,1089399.01,0.2,0.226,118,0,0,2,REJECT
AUTO,21921.8,0.854,0.908,19,0,0,0,APPROVE
AUTO,59333.49,0.954,0.8,4,1,0,1,APPROVE
LIFE_DEATH,267600.12,0.976,0.996,17,0,1,0,APPROVE
PROPERTY,53412.18,0.75,0.985,12,1,0,1,APPROVE
AUTO,330708.87,0.2,0.15,91,0,0,5,REJECT
PROPERTY,249208.07,0.228,0.286,30,0,0,3,REJECT
AUTO,66350.65,0.684,0.585,31,0,0,2,ESCALATE
PROPERTY,37564.27,0.75,0.915,17,0,0,0,APPROVE
PROPERTY,50725.99,0.839,0.8,18,1,0,0,APPROVE
AUTO,46346.25,0.786,0.82,39,1,0,2,ESCALATE
LIFE_DEATH,122977.4,0.821,0.922,25,1,1,0,APPROVE
AUTO,282445.74,0.556,0.28,50,0,0,3,REJECT
AUTO,378599.72,0.2,0.65,69,0,0,3,REJECT
PROPERTY,69618.37,0.929,0.816,1,1,0,0,APPROVE
AUTO,141623.83,0.576,0.385,97,0,0,2,REJECT
PROPERTY,41181.11,0.9,0.963,14,1,0,1,APPROVE
AUTO,55450.1,0.75,0.847,3,1,0,0,APPROVE
LIFE_DEATH,136109.57,0.757,0.969,14,1,1,0,APPROVE
AUTO,72388.51,0.2,0.15,81,0,0,2,REJECT
AUTO,181104.44,0.2,0.15,79,0,0,5,REJECT
AUTO,139464.01,0.564,0.429,45,0,0,5,REJECT
LIFE_DEATH,162566.3,0.916,0.8,2,1,1,0,APPROVE
AUTO,116911.88,0.691,0.676,22,0,0,3,ESCALATE
LIFE_DEATH,135955.62,0.875,0.98,44,0,1,0,APPROVE
AUTO,36315.08,0.951,0.8,3,1,0,0,APPROVE
LIFE_DEATH,68224.61,0.75,0.868,1,0,1,0,APPROVE
PROPERTY,443423.27,0.683,0.82,21,0,0,1,ESCALATE
LIFE_DEATH,741271.07,0.397,0.36,49,0,0,3,REJECT
LIFE_DEATH,74223.04,0.933,0.8,9,1,1,0,APPROVE
AUTO,21672.33,0.91,0.8,20,0,0,0,APPROVE
LIFE_DEATH,67875.76,0.955,0.914,1,1,1,0,APPROVE
AUTO,149659.36,0.215,0.198,44,0,0,3,REJECT
LIFE_DEATH,208773.41,0.909,0.831,10,1,1,0,APPROVE
LIFE_DEATH,254031.39,0.847,0.976,5,0,1,0,APPROVE
AUTO,165668.34,0.485,0.407,85,0,0,6,REJECT
PROPERTY,26438.55,0.818,0.903,5,1,0,0,APPROVE
AUTO,8128.64,0.887,0.8,13,0,0,2,APPROVE
PROPERTY,102059.48,0.75,0.947,3,1,0,2,APPROVE
PROPERTY,1197974.82,0.68,0.376,110,0,0,3,REJECT
AUTO,24902.53,0.957,0.907,7,1,0,0,APPROVE
AUTO,286565.59,0.284,0.15,75,0,0,4,REJECT
AUTO,50193.38,0.852,0.875,1,1,0,0,APPROVE
AUTO,34919.67,0.953,0.871,4,1,0,0,APPROVE
AUTO,180685.07,0.31,0.174,31,0,0,3,REJECT
AUTO,100765.15,0.696,0.784,34,0,0,2,ESCALATE
AUTO,27265.05,0.807,0.951,2,1,0,0,APPROVE
PROPERTY,1106079.86,0.324,0.331,44,0,0,3,REJECT
AUTO,17534.04,0.837,0.92,16,0,0,0,APPROVE
AUTO,23791.18,0.75,0.948,14,1,0,0,APPROVE
AUTO,205074.04,0.544,0.259,33,0,0,3,REJECT
LIFE_DEATH,152735.64,0.803,0.845,3,0,1,0,APPROVE
LIFE_DEATH,288217.38,0.962,0.994,16,1,1,0,APPROVE
LIFE_DEATH,787621.04,0.2,0.15,44,0,0,4,REJECT
AUTO,31386.72,0.896,0.931,8,1,0,1,APPROVE
AUTO,379832.84,0.31,0.303,53,0,0,3,REJECT
PROPERTY,69329.88,0.939,0.879,7,1,0,0,APPROVE
AUTO,22154.74,0.874,0.878,2,0,0,0,APPROVE
AUTO,36448.81,0.954,0.937,6,1,0,1,APPROVE
LIFE_DEATH,704719.42,0.735,0.701,42,0,1,2,ESCALATE
PROPERTY,35227.15,0.75,0.8,5,0,0,0,APPROVE
